Title,Author,Genre,Pages,Year,Downloads,Rating
The Autobiography of Ben Franklin,"
Benjamin Franklin
",Harvard Classics,192,1909,"20,794",3
Anna Karenina,"
graf Tolstoy Leo
",Harvard Classics,761,1875,"85,097",4.875
David Copperfield,"
Charles Dickens
",Harvard Classics,823,1849,"58,400",4.5
Household Tales,"
Wilhelm Grimm
Jacob Grimm
",Harvard Classics,588,1884,"13,501",3
The Legend of Sleepy Hollow,"
Washington Irving
",Harvard Classics,34,1820,"21,856",4
History of the Peloponnesian War,"
Thucydides
",Harvard Classics,444,431,"16,243",5
Moby Dick,"
Herman Melville
",Harvard Classics,500,1851,"94,812",4.5
Notre-Dame de Paris,"
Victor Hugo
",Harvard Classics,495,1831,"24,242",4.5
Crime and Punishment ,"
Fyodor Dostoyevsky
",Harvard Classics,491,1866,"127,536",4
Diet and Health,"
Lulu Hunt Peters
",Health,99,1918,"14,126",5
Mostly Dark,"
Miranda Kate
",Health,84,2018,"2,537",0
Disease and Its Causes,"
William Thomas Councilman
",Health,154,1913,"9,408",4.5
The Doctrine and Practice of Yoga,"
swámi Mukerji A. P.
",Health,87,1922,"8,061",5
A Series of Lessons in Raja Yoga,"
William Walker Atkinson
",Health,182,1906,"13,013",4.5
One Thousand Secrets of Wise and Rich Men Revealed,"
C. A. Bogardus
",Health,224,1898,"20,408",0
Hurst,"
Robin Crumby
",Health,396,2016,"3,085",0
Applied Psychology for Nurses,"
Mary F. Porter
",Health,126,1921,"13,665",4
Ice Crown,"
Kay L. Moody
",Health,142,2019,"3,001",0
Food Remedies,"
Florence Daniel
",Health,82,1908,"10,973",3
A Manual of the Operations of Surgery,"
Joseph Bell
",Health,280,1883,"11,652",5
The Works of Aristotle the Famous Philosopher,"
Aristotle
",Health,393,,"7,566",1
Rev's Odyssey,"
R. R. Kaufman
",Health,349,2021,859,0
Becoming Bader,"
T.K. Eldridge
",Health,65,2022,"2,919",0
A Practical Guide to Self-Hypnosis,"
Melvin Powers
",Health,121,1961,"14,672",3.5
Fireplay,"
Steve P. Vincent
",Health,51,2017,"1,525",0
Birth Control,"
Halliday G. Sutherland
",Health,161,,"8,466",0
AL Clark,"
Jonathan G. Meyer
",Health,284,2014,"4,007",4.5
Healthy or Else,"
A. B. R.
",Health,19,2010,"26,606",3.5
Unforgettable,"
Linda Barrett
",Health,204,2021,"2,169",0
Ginseng and Other Medicinal Plants,"
A. R. Harding
",Health,214,1909,"8,460",0
The Reluctant Coroner,"
Paul Austin Ardoin
",Health,346,2018,"3,712",0
Science and Health with Key to the Scriptures,"
Mary Baker Eddy
",Health,996,,"8,129",0
Food and Health,"
Lydia E. Pinkham Medicine Company
",Health,49,,"7,441",3
Chicken Culprit,"
Vikki Walton
",Health,434,2018,"1,838",0
A Handbook of Health,"
Woods Hutchinson
",Health,310,1911,"7,234",0
When We Let Go,"
Delancey Stewart
",Health,280,2018,"4,423",0
"Alcohol: A Dangerous and Unnecessary Medicine, How and Why","
Martha Meir Allen
",Health,385,1900,"18,465",4
An Epitome of Homeopathic Healing Art,"
B. L. Hill
",Health,97,1859,"7,664",0
Chosen,"
Christine Pope
",Health,382,2015,"2,492",0
American Red Cross Text-Book on Home Hygiene and Care of the Sick,"
Isabel McIsaac
Anne Hervey Strong
American National Red Cross
Jane A. Delano
",Health,218,1918,"8,814",0
Applied Physiology,"
Frank Overton
",Health,101,1898,"8,985",0
The Yoga Sutras of Patanjali,"
Patañjali
",Health,86,1912,"12,559",0
The Chemistry of Food and Nutrition,"
A. W. Duncan
",Health,76,1905,"23,926",4
Syndrome,"
Thomas Hoover
",Health,350,2000,"7,875",3.75
The Fun of Getting Thin,"
Samuel G. Blythe
",Health,26,1912,"7,593",4.5
Indian Heroes and Great Chieftains,"
Charles A. Eastman
",History,101,1918,"2,927",5
Achter den Sluier in Perzië en Turksch Arabië,"
M. E. Hume-Griffith
",History,0,1917,"2,911",0
The Anti-Slavery Harp,,History,,,"2,902",0
The Origin of the Family Private Property and the State,"
Frederick Engels
",History,166,1902,"55,505",0
A Queen's Spy,"
Sam Burnell
",History,778,2017,"1,834",0
Anne of the Island,"
Lucy Maud Montgomery
",History,210,1915,"25,295",3.5714285714286
A Brief History of the Internet,"
Maxwell Fuller
Michael Hart
",History,72,1995,"39,572",3.4
'Tween Snow and Fire,"
Bertram Mitford
",History,323,1892,"84,336",0
Common Sense,"
Thomas Paine
",History,69,1779,"26,250",5
Death Magic,"
CS Quinn
",History,139,2018,"3,148",0
L'Argent,"
Émile Zola
",History,370,1891,"2,888",0
The Picture of Dorian Gray,"
Oscar Wilde
",History,213,1890,"68,455",4.2
The Argonauts of North Liberty,"
Bret Harte
",History,87,1888,"2,931",0
A History of The Inquisition of The Middle Ages ,"
Henry Charles Lea
",History,,1901,"2,947",0
'A Comedy of Errors' in Seven Acts,"
Spokeshave
",History,124,1914,"29,806",3
Mail Order Bride: Westward Winds,"
Linda Bridey
",History,336,2014,"2,076",5
Welsh Folk-Lore,"
Elias Owen
",History,339,1887,"2,897",0
The Lamp of Darkness,"
Dave Mason
",History,264,2014,"2,310",0
Bollettino del Club Alpino Italiano 1895-96,,History,0,1896,"2,897",0
The Colored Inventor,"
Henry E. Baker
",History,22,1913,"2,893",0
Mystic London,"
Charles Maurice Davies
",History,252,1875,"2,930",0
The American Judiciary,"
Simeon E. Baldwin
",History,,,"2,960",0
An Aviator's Field Book,"
Oswald Boelcke
",History,67,1917,"2,886",0
By Conduct and Courage,"
G. A. Henty
",History,383,1905,"2,919",0
A History of China,"
Wolfram Eberhard
",History,402,1970,"39,640",4
From Across the Room,"
Gina L. Mulligan
",History,164,2020,"2,706",3
The Rights of Man,"
Thomas Paine
",History,217,1779,"32,992",5
A Tale of Two Cities,"
Charles Dickens
",History,355,1859,"80,559",4.3125
The Count of Monte Cristo,"
Alexandre Dumas
",History,1424,1845,"190,916",4.6976744186047
Noli Me Tangere,"
José Rizal
",History,604,1887,"46,024",4.4
If Not For The Knight,"
Debbie Boek
",History,254,2017,"3,151",0
Hindu Gods and Heroes,"
Lionel D. Barnett
",History,0,1922,"2,959",0
The Scarlet Letter,"
Nathaniel Hawthorne
",History,205,1850,"55,126",4
King John,"
William Shakespeare
",History,92,1596,"2,928",0
Ten Days in a Mad-House,"
Nellie Bly
",History,95,1887,"57,418",4.8333333333333
Daniel Boone,"
John S. C. Abbott
",History,184,1872,"2,902",0
The Decameron of Giovanni Boccaccio,"
Giovanni Boccaccio
",History,751,,"25,547",5
The Red Badge of Courage,"
Stephen Crane
",History,134,1895,"14,102",5
Wulf the Saxon,"
G. A. Henty
",History,284,1895,"2,933",3
With Fire and Sword,"
Henryk Sienkiewicz
",History,817,1890,"2,913",3
Belagerung von Mainz,"
Johann Wolfgang von Goethe
",History,43,,"2,908",0
The Outline of History,"
H. G. Wells
",History,1,1920,"35,453",5
Tales of Lonely Trails,"
Zane Grey
",History,304,1922,"2,915",0
Hymns and Hymnwriters of Denmark,"
Jens Christian Aaberg
",History,157,1945,"36,526",0
Project Trinity 1945-1946,"
Carl Maag
",History,83,1946,"2,905",0
Anne of Green Gables,"
Lucy Maud Montgomery
",History,254,1908,"72,578",4.2083333333333
The Three Musketeers,"
Alexandre Dumas
",History,762,1844,"46,363",4.625
Ten Days That Shook the World,"
John Reed
",History,380,1919,"34,536",4
The Legend of Sleepy Hollow,"
Washington Irving
",History,34,1820,"21,856",4
The River War,"
Winston Churchill
",History,288,1899,"27,462",4.6666666666667
The Man in the Iron Mask,"
Alexandre Dumas
",History,487,1850,"16,909",3
''Abe'' Lincoln's Yarns and Stories,"
Alexander Kelly McClure
",History,698,1901,"25,964",0
Famous Privateersmen and Adventurers of the Sea,"
Charles Haven Ladd Johnston
",History,,1911,"2,915",0
Autobiography of Benjamin Franklin,"
Benjamin Franklin
",History,176,1916,"51,726",4.6666666666667
"Evolution of the Japanese, Social and Psychic","
Sidney L. Gulick
",History,443,1905,"2,935",0
The Art of War,"
Zi Sun
",History,150,0,"782,825",4.7272727272727
The Psychology of Nations,"
G. E. Partridge
",History,257,1919,"2,959",0
The Last of the Mohicans,"
James Fenimore Cooper
",History,353,1826,"13,384",2
At the Mountains of Madness,"
H. P. Lovecraft
",Horror,100,1936,"203,601",4.8333333333333
Resurrection: A Zombie Novel,"
Michael J. Totten
",Horror,315,2014,"1,862",4
Grimms' Fairy Tales,"
Jacob Grimm
Wilhelm Grimm
",Horror,238,,"48,496",3
Collected Works of Poe,"
Edgar Allan Poe
",Horror,213,,"20,564",0
Mostly Dark,"
Miranda Kate
",Horror,84,2018,"2,537",0
Reality: Mental Damnation,"
Konn Lavery
",Horror,392,2012,"2,985",5
The Strange Case of Dr. Jekyll and Mr. Hyde,"
Robert Louis Stevenson
",Horror,77,1886,"35,819",4.5555555555556
The Yellow Wallpaper,"
Charlotte Perkins Gilman
",Horror,24,1899,"39,338",5
Ash - A Thriller,"
Jason Brant
",Horror,332,2013,"2,376",5
Collected Works of Poe,"
Edgar Allan Poe
",Horror,224,,"30,699",0
The Book of Were-Wolves,"
Sabine Baring-Gould
",Horror,158,1865,"20,572",5
Callisto 2.0,"
Susan English
",Horror,332,2020,829,0
The Raven / The Masque of the Red Death / The Cask of Amontillado,"
Edgar Allan Poe
",Horror,25,,"25,364",5
Collected Works of Poe,"
Edgar Allan Poe
",Horror,207,,"93,692",5
The Phantom of the Opera,"
Gaston Leroux
",Horror,254,1911,"60,781",4.5833333333333
The Dunwich Horror,"
H. P. Lovecraft
",Horror,47,1929,"37,996",4
Metamorphosis,"
Franz Kafka
",Horror,53,1912,"47,672",4.7857142857143
Collected Works of Poe,"
Edgar Allan Poe
",Horror,195,,"21,232",4
Collected Works of Poe,"
Edgar Allan Poe
",Horror,226,,"20,380",0
Clarimonde,"
Théophile Gautier
",Horror,35,1908,"52,233",4
Fosgate's Game,"
David C. Cassidy
",Horror,151,2013,"1,341",0
Revolt of the Rats,"
Reed Blitzerman
",Horror,193,2015,"1,019",0
The Case of Charles Dexter Ward,"
H. P. Lovecraft
",Horror,129,1941,"30,963",4.8333333333333
The Call of Cthulhu,"
H. P. Lovecraft
",Horror,28,1926,"212,005",4
The Invisible Man,"
H. G. Wells
",Horror,145,1897,"103,158",3.8421052631579
The Shadow Out of Time,"
H. P. Lovecraft
",Horror,70,1936,"17,562",3.5
Devoured,"
Jason Brant
",Horror,268,2013,"1,548",5
Beach Town: Apocalypse,"
Thomas Maxwell-Harrison
",Horror,277,2020,"3,380",3.2857142857143
The Shadow Over Innsmouth,"
H. P. Lovecraft
",Horror,63,1931,"29,709",4.8
The Island of Doctor Moreau,"
H. G. Wells
",Horror,117,1896,"31,914",4.5555555555556
The Best Ghost Stories,,Horror,212,1919,"153,683",3.625
Dracula,"
Bram Stoker
",Horror,347,1897,"140,800",4.4333333333333
The Fall of the House of Usher,"
Edgar Allan Poe
",Horror,24,1839,"21,322",4
Nuts and Nutcrackers,"
Charles James Lever
",Humor,173,1845,937,0
The Best American Humorous Short Stories,,Humor,282,1915,"21,799",2.7142857142857
Damon and Delia,"
William Godwin
",Humor,,1784,928,0
People You Know,"
George Ade
",Humor,,1903,924,1
"Traduction nouvelle, Tome II","
Aristophanes
",Humor,,,947,0
Jupiter Lights,"
Constance Fenimore Woolson
",Humor,,1889,927,0
Fields' Guide to Abduction,"
Julie Mulhern
",Humor,250,2018,"1,757",0
The 'Mind the Paint' Girl,"
Arthur Wing Pinero
",Humor,204,1912,"16,494",4
Best Laid Plans,"
Robyn Kelly
",Humor,388,2015,"2,253",4
Olympian Nights,"
John Kendrick Bangs
",Humor,109,1902,968,0
All's Well That Ends Well,"
William Shakespeare
",Humor,123,1603,"19,614",4
Emma,"
Jane Austen
",Humor,380,1815,"264,688",3.7
Eve's Diary,"
Mark Twain
",Humor,36,,"43,002",4.6
'A Comedy of Errors' in Seven Acts,"
Spokeshave
",Humor,124,1914,"29,806",3
The Canterville Ghost,"
Oscar Wilde
",Humor,39,1906,"49,766",4.5714285714286
"The $30,000 Bequest","
Mark Twain
",Humor,510,1906,"192,261",3.5
The Adventures of Huckleberry Finn,"
Mark Twain
",Humor,304,1884,"43,094",5
Petite Confessions,"
Vicki Lesage
",Humor,114,2015,568,0
Annie's 1st Break,"
Willee Amsden
",Humor,207,2015,"24,555",0
A Room With A View,"
E. M. Forster
",Humor,187,1908,"21,281",5
The Giant's Robe,"
F. Anstey
",Humor,,1884,941,0
Roughing It De Luxe,"
Irvin S. Cobb
",Humor,,1913,931,0
From a Cornish Window,"
Arthur Thomas Quiller-Couch
",Humor,,1906,946,0
The Pickwick Papers,"
Charles Dickens
",Humor,784,1836,"17,175",4.3333333333333
Trouble Triangle,"
Travis Casey
",Humor,336,2014,"2,218",0
Tartarin de Tarascon,"
Alphonse Daudet
",Humor,81,1872,965,0
"'Oh, Well, You Know How Women Are!' AND 'Isn't That Just Like a Man!'","
Irvin S. Cobb
Mary Roberts Rinehart
",Humor,39,1920,"50,688",4
La Folle Journée ou le Marriage de Figaro,"
Pierre Augustin Caron de Beaumarchais
",Humor,,1785,946,0
Concerning Animals and Other Matters,"
Edward Hamilton Aitken
",Humor,,1914,930,0
The Hacker's Dictionary,,Humor,493,1992,"37,482",3.7142857142857
Sweethearts at Home,"
Samuel Rutherford Crockett
",Humor,,1911,947,0
A se tordre,"
Alphonse Allais
",Humor,,1891,964,0
Petite Confessions,"
Vicki Lesage
",Humor,95,2015,"14,458",0
Pygmalion,"
George Bernard Shaw
",Humor,141,1914,"33,368",5
My Man Jeeves,"
Pelham Grenville Wodehouse
",Humor,140,1919,"25,700",4.75
The Jealousy of le Barbouillé,"
Molière
",Humor,,,930,0
Le songe d'une nuit d'été,"
William Shakespeare
",Humor,,,923,0
The Devil's Dictionary,"
Ambrose Bierce
",Humor,442,1906,"17,254",4.5
Three Men in a Boat,"
Jerome K. Jerome
",Humor,181,1889,"78,207",4.8
James Pethel,"
Sir Beerbohm Max
",Humor,,1919,937,0
The Infernal Marriage,"
Earl of Beaconsfield Disraeli Benjamin
",Humor,,,921,0
Pieces of Hate,"
Heywood Broun
",Humor,132,1922,961,0
The Blind Lion of the Congo,"
Harry Lincoln Sayler
Elliott Whitney
",Humor,0,1912,928,0
Colonel Crockett's Co-operative Christmas,"
Rupert Hughes
",Humor,,1906,921,3
A Reversible Santa Claus,"
Meredith Nicholson
",Humor,,1917,917,5
Adventures of Huckleberry Finn,"
Mark Twain
",Humor,305,1884,"179,629",4.9090909090909
An Ideal Husband,"
Oscar Wilde
",Humor,108,1895,"26,489",4.3333333333333
"Right Ho, Jeeves","
Pelham Grenville Wodehouse
",Humor,257,1922,"17,681",4.6
''Abe'' Lincoln's Yarns and Stories,"
Alexander Kelly McClure
",Humor,698,1901,"25,964",0
The Importance of Being Earnest,"
Oscar Wilde
",Humor,79,1895,"50,289",4.75
A Connecticut Yankee in King Arthur's Court,"
Mark Twain
",Humor,352,1889,"24,916",4.8
Die gefesselte Phantasie ,"
Ferdinand Raimund
",Humor,,1828,969,0
The Golfer's Rubaiyat,"
Henry Walcott Boynton
",Humor,,1901,932,0
As a Man Thinketh,"
James Allen
",Instructional,29,1902,"71,012",4.6666666666667
An Elementary Study of Chemistry,"
William McPherson
William Edwards Henderson
",Instructional,427,1905,"25,797",3
The Grammar of English Grammars,"
Goold Brown
",Instructional,9,1851,"250,236",4.0952380952381
Mostly Dark,"
Miranda Kate
",Instructional,84,2018,"2,537",0
An Introduction to Yoga,"
Annie Besant
",Instructional,85,1907,"17,960",4
Fifteen Thousand Useful Phrases,"
Grenville Kleiser
",Instructional,808,1910,"63,576",4
How to Invest Money,"
George Garr Henry
",Instructional,66,1908,"20,199",3
Big Dummy's Guide To The Internet,"
Electronic Frontier Foundation
",Instructional,222,1993,"27,823",3
The Art of Money Getting,"
P. T. Barnum
",Instructional,87,,"29,659",4.5
Palmistry for All,"
Cheiro
",Instructional,151,1916,"87,210",3.5
The Book of Business Etiquette,"
Nella Braddy Henney
",Instructional,164,1922,"34,825",4
Hurst,"
Robin Crumby
",Instructional,396,2016,"3,085",0
Ice Crown,"
Kay L. Moody
",Instructional,142,2019,"3,001",0
Fourteen Lessons in Yogi Philosophy and Oriental Occultism,"
Yogi Ramacharaka
",Instructional,160,1903,"19,989",5
Rev's Odyssey,"
R. R. Kaufman
",Instructional,349,2021,859,0
3D Graphics Modelling and Rendering mini-HOWTO,"
Dane Jarvis
",Instructional,36,2001,"26,391",0
Becoming Bader,"
T.K. Eldridge
",Instructional,65,2022,"2,919",0
Conversation,"
Mary Greer Conklin
",Instructional,75,1912,"19,363",0
The Power of Concentration,"
Theron Q. Dumont
",Instructional,104,1915,"49,619",4.7142857142857
Fireplay,"
Steve P. Vincent
",Instructional,51,2017,"1,525",0
Book of Etiquette,"
Lillian Eichler
",Instructional,118,1921,"19,535",3
AL Clark,"
Jonathan G. Meyer
",Instructional,284,2014,"4,007",4.5
Unforgettable,"
Linda Barrett
",Instructional,204,2021,"2,169",0
How to Write Clearly,"
Edwin A. Abbott
",Instructional,115,1883,"16,954",5
The Reluctant Coroner,"
Paul Austin Ardoin
",Instructional,346,2018,"3,712",0
Latin for Beginners,"
Benjamin Leonard D'Ooge
",Instructional,435,1909,"16,612",4.3333333333333
The Book of Good Manners,"
W. C. Green
",Instructional,203,,"20,935",4
The Art of Writing & Speaking the English Language,"
Sherwin Cody
",Instructional,171,1903,"47,208",4.5
How to Use Your Mind,"
Harry Dexter Kitson
",Instructional,123,1921,"66,091",4.25
Chicken Culprit,"
Vikki Walton
",Instructional,434,2018,"1,838",0
When We Let Go,"
Delancey Stewart
",Instructional,280,2018,"4,423",0
Chosen,"
Christine Pope
",Instructional,382,2015,"2,492",0
Agriculture for Beginners,"
Daniel Harvey Hill
Frank Lincoln Stevens
Charles William Burkett
",Instructional,264,1903,"16,591",4.5
"Complete Hypnotism, Mesmerism, Mind-Reading and Spritualism","
A. Alpheus
",Instructional,88,1903,"37,644",4
Clairvoyance and Occult Powers,"
William Walker Atkinson
",Instructional,235,1916,"29,462",4.5
Aims and Aids for Girls and Young Women,"
George Sumner Weaver
",Instructional,167,1856,"18,117",0
Graded Lessons in English,"
Alonzo Reed and Brainerd Kellogg
",Language,204,1896,"9,446",3.5
Mostly Dark,"
Miranda Kate
",Language,84,2018,"2,537",0
The Grammar of English Grammars,"
Goold Brown
",Language,9,1851,"250,236",4.0952380952381
German Science Reader,"
Charles F. Kroeh
",Language,163,1907,"8,249",0
Da Xue Zhang Ju,"
Xi Zhu
",Language,0,,"7,797",0
Fifteen Thousand Useful Phrases,"
Grenville Kleiser
",Language,808,1910,"63,576",4
An Elementary Spanish Reader,"
Earl Stanley Harrison
",Language,128,1912,"28,950",0
Aesthetic as Science of Expression and General Linguistic,"
Benedetto Croce
",Language,259,1909,"16,719",5
An Open Letter on Translating,"
Martin Luther
",Language,0,1530,"8,056",0
Diccionario Ingles-Español-Tagalog,"
Sofronio G. Calderón
",Language,1873,1915,"11,034",5
Hurst,"
Robin Crumby
",Language,396,2016,"3,085",0
Practical Grammar and Composition,"
Thomas Wood
",Language,262,,"10,782",0
Ice Crown,"
Kay L. Moody
",Language,142,2019,"3,001",0
Anglo-Saxon Grammar and Exercise Book,"
Charles Alphonso Smith
",Language,239,1896,"8,659",0
1001 Questions and Answers on Orthography and Reading,"
B. A. Hathaway
",Language,0,1888,"25,584",3
Rev's Odyssey,"
R. R. Kaufman
",Language,349,2021,859,0
A Handbook of the English Language,"
Robert Gordon Latham
",Language,338,1864,"9,810",5
Becoming Bader,"
T.K. Eldridge
",Language,65,2022,"2,919",0
Stories from Tagore,"
Rabindranath Tagore
",Language,140,1916,"12,402",4
Fireplay,"
Steve P. Vincent
",Language,51,2017,"1,525",0
First Italian Readings,,Language,230,1897,"10,660",0
AL Clark,"
Jonathan G. Meyer
",Language,284,2014,"4,007",4.5
Unforgettable,"
Linda Barrett
",Language,204,2021,"2,169",0
Higher Lessons in English,"
Alonzo Reed and Brainerd Kellogg
",Language,363,1896,"7,418",0
A Pocket Dictionary - Welsh-English,"
William Richards
",Language,1162,1861,"12,406",0
How to Write Clearly,"
Edwin A. Abbott
",Language,115,1883,"16,954",5
English as She is Spoke,"
Pedro Carolino
José da Fonseca
",Language,42,1884,"9,336",0
The Reluctant Coroner,"
Paul Austin Ardoin
",Language,346,2018,"3,712",0
Latin for Beginners,"
Benjamin Leonard D'Ooge
",Language,435,1909,"16,612",4.3333333333333
The Art of Writing & Speaking the English Language,"
Sherwin Cody
",Language,171,1903,"47,208",4.5
Novelas Cortas,"
Pedro Antonio de Alarcón
",Language,333,1882,"7,457",0
Chicken Culprit,"
Vikki Walton
",Language,434,2018,"1,838",0
When We Let Go,"
Delancey Stewart
",Language,280,2018,"4,423",0
Chosen,"
Christine Pope
",Language,382,2015,"2,492",0
English Synonyms and Antonyms,"
James Champlin Fernald
",Language,1051,1896,"86,170",4.5
"Five Hundred Mistakes of Daily Occurrence in Speaking, Pronouncing, and Writing the English Language, Corrected","
Walton Burgess
",Language,80,1855,"9,099",3
Chopin: The Man and His Music,"
James Huneker
",Music,203,1903,"5,036",0
Mostly Dark,"
Miranda Kate
",Music,84,2018,"2,537",0
Among the Great Masters of Music,"
Walter Rowlands
",Music,100,1906,"8,524",0
Piano and Song,"
Friedrich Wieck
",Music,110,1875,"3,785",3
